"Food Scarcity, Household Pulse Survey","","","","","","",""
"Adults in households where there was either sometimes or often not enough to eat in the last 7 days","","","","","","",""
"","","Total Food Scarcity","","Percent Food Scarcity","","",""
"Week","Area","Number","Margin of Error +/-","Percent","MOE +/-","Measure Universe","Total Population age 18+"
"5","Phoenix-Mesa-Chandler, AZ Metro Area","418116","70659","11","1.7","3794746","3877115"
"5","Riverside-San Bernardino-Ontario, CA Metro Area","560334","178420","13.8","3.7","4046844","4160231"
"5","San Francisco-Oakland-Berkeley, CA Metro Area","527933","205920","14.6","5","3611040","3713836"
"5","Seattle-Tacoma-Bellevue, WA Metro Area","339082","108337","10.4","3.3","3245500","3284848"
"5","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","398771","91424","8.2","1.8","4849007","4998796"
"4","United States","24048972","1237967","9.9","0.5","242572860","249170916"
"4","Alabama","371744","84560","10.2","2.4","3634254","3717378"
"4","Alaska","45185","11744","8.8","2.3","512266","524925"
"4","Arizona","490070","111367","8.9","2","5491884","5597268"
"4","Arkansas","171406","37093","7.9","1.7","2162474","2246527"
"4","California","3018935","550102","10.4","1.9","29138912","29939021"
"4","Colorado","376696","107897","8.6","2.5","4379842","4454718"
"4","Connecticut","243257","57803","9.1","2.2","2668352","2732423"
"4","Delaware","69958","19467","9.6","2.6","728443","754637"
"4","District of Columbia","53583","12723","10.1","2.4","531542","542635"
"4","Florida","2196108","401465","13.3","2.4","16505964","17085385"
"4","Georgia","797333","146402","10.5","1.9","7588249","7955983"
"4","Hawaii","92838","25145","8.8","2.4","1051298","1073229"
"4","Idaho","58706","15837","4.5","1.2","1318645","1343198"
"4","Illinois","775689","154801","8.4","1.7","9203726","9546424"
"4","Indiana","530954","109372","10.8","2.2","4917242","5015550"
"4","Iowa","134658","35695","5.8","1.6","2310251","2342905"
"4","Kansas","164541","37779","7.8","1.8","2105922","2140957"
"4","Kentucky","339036","98975","10.3","3","3284580","3344102"
"4","Louisiana","608205","79041","18.4","2.3","3314180","3431432"
"4","Maine","45218","14539","4.3","1.4","1045331","1065620"
"4","Maryland","358309","73118","8.2","1.7","4393056","4586920"
"4","Massachusetts","351125","90683","6.8","1.8","5167543","5324065"
"4","Michigan","702809","157761","9.5","2.1","7403976","7644458"
"4","Minnesota","279796","85083","6.8","2.1","4113791","4241624"
"4","Mississippi","404649","79571","19.3","3.7","2093533","2189670"
"4","Missouri","453201","106867","10.1","2.4","4504826","4617880"
"4","Montana","58218","18825","7.2","2.3","810552","822204"
"4","Nebraska","93636","28895","6.7","2.1","1396170","1418191"
"4","Nevada","185302","41852","7.9","1.8","2340951","2399457"
"4","New Hampshire","48378","15502","4.6","1.5","1048548","1073014"
"4","New Jersey","626036","151115","9.6","2.3","6499371","6776822"
"4","New Mexico","113947","34770","7.5","2.3","1523429","1589574"
"4","New York","1370197","328476","9.4","2.3","14534964","14847080"
"4","North Carolina","969863","189471","12.3","2.4","7915357","8017566"
"4","North Dakota","37266","13309","6.8","2.4","547609","561016"
"4","Ohio","768088","143367","8.9","1.7","8609331","8822539"
"4","Oklahoma","311090","52990","10.9","1.9","2863063","2916436"
"4","Oregon","238535","62098","7.4","1.9","3210736","3302727"
"4","Pennsylvania","815614","175729","8.5","1.8","9545465","9776154"
"4","Rhode Island","53483","16607","6.8","2.1","791891","817559"
"4","South Carolina","423790","89286","11","2.3","3841083","3969123"
"4","South Dakota","33847","12869","5.4","2","631323","642658"
"4","Tennessee","538862","137695","10.5","2.7","5143000","5221475"
"4","Texas","2720304","511910","13.1","2.5","20713914","21356906"
"4","Utah","165690","40299","7.4","1.8","2228961","2281207"
"4","Vermont","18461","7785","3.9","1.7","473341","485485"
"4","Virginia","427475","94399","6.7","1.5","6372036","6472737"
"4","Washington","447025","80619","7.7","1.4","5810571","5890357"
"4","West Virginia","173856","51853","12.9","3.8","1344247","1379576"
"4","Wisconsin","254173","70171","5.8","1.6","4380789","4438719"
"4","Wyoming","21824","7878","5.1","1.8","426076","433400"
"4","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","431742","104423","10.2","2.3","4248800","4330909"
"4","Boston-Cambridge-Newton, MA-NH Metro Area","232404","75317","6.2","2","3728423","3846938"
"4","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","593071","146288","8.7","2.1","6786202","7112877"
"4","Dallas-Fort Worth-Arlington, TX Metro Area","927507","287018","14.2","4.1","6514724","6705280"
"4","Detroit-Warren-Dearborn, MI Metro Area","415992","128651","11.7","3.6","3568467","3665878"
"4","Houston-The Woodlands-Sugar Land, TX Metro Area","716760","175332","13","3","5527874","5778997"
"4","Los Angeles-Long Beach-Anaheim, CA Metro Area","1055759","345027","10.4","3.3","10177413","10512305"
"4","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","883836","180091","18.1","3.4","4876293","5101786"
"4","New York-Newark-Jersey City, NY-NJ-PA Metro Area","1541924","343420","10.8","2.4","14309887","14760726"
"4","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","438664","122034","9.5","2.5","4628327","4734016"
"4","Phoenix-Mesa-Chandler, AZ Metro Area","316770","82832","8.6","2.2","3667935","3764585"
"4","Riverside-San Bernardino-Ontario, CA Metro Area","619111","254014","15.4","5.6","4023179","4260691"
"4","San Francisco-Oakland-Berkeley, CA Metro Area","163102","67242","4.3","1.7","3792228","3895884"
"4","Seattle-Tacoma-Bellevue, WA Metro Area","297735","88851","9.1","2.8","3268071","3324775"
"4","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","300369","77048","6.5","1.6","4611547","4756931"
"3","United States","26160379","1167858","10.7","0.5","243623863","249170916"
"3","Alabama","347577","85447","9.5","2.3","3653824","3717378"
"3","Alaska","36454","9289","7.1","1.8","514772","524925"
"3","Arizona","529367","116192","9.6","2.1","5505628","5597268"
"3","Arkansas","257448","64242","11.8","3","2180337","2246527"
"3","California","2937785","456124","10","1.6","29389611","29939021"
"3","Colorado","335149","92591","7.7","2.1","4347138","4454718"
"3","Connecticut","318952","82107","11.9","3","2676664","2732423"
"3","Delaware","71220","19357","9.6","2.6","740804","754637"
"3","District of Columbia","60900","18750","11.3","3.5","537361","542635"
"3","Florida","2281248","334128","13.7","2","16668861","17085385"
"3","Georgia","859455","167667","11","2.2","7796500","7955983"
"3","Hawaii","72730","22967","6.9","2.2","1052440","1073229"
"3","Idaho","78952","21280","6","1.6","1326327","1343198"
"3","Illinois","1148216","220658","12.3","2.4","9348000","9546424"
"3","Indiana","503955","138558","10.1","2.8","4974423","5015550"
"3","Iowa","222332","79155","9.6","3.4","2310197","2342905"
"3","Kansas","142684","31076","6.8","1.5","2103390","2140957"
"3","Kentucky","309558","87615","9.5","2.7","3272590","3344102"
"3","Louisiana","525282","114139","15.8","3.4","3323883","3431432"
"3","Maine","87734","30939","8.4","3","1041559","1065620"
"3","Maryland","633994","138876","14.2","3.2","4450927","4586920"
"3","Massachusetts","375420","85993","7.2","1.6","5218644","5324065"
"3","Michigan","949138","186593","12.7","2.5","7491472","7644458"
"3","Minnesota","241390","68195","5.8","1.6","4193069","4241624"
"3","Mississippi","378738","87293","17.9","4.1","2119745","2189670"
"3","Missouri","480699","132816","10.6","3","4520984","4617880"
"3","Montana","57126","16487","7.1","2.1","803352","822204"
"3","Nebraska","77700","27465","5.6","2","1392918","1418191"
"3","Nevada","218003","49490","9.2","2.1","2363030","2399457"
"3","New Hampshire","63692","19119","6","1.8","1061586","1073014"
"3","New Jersey","674542","144138","10.2","2.2","6623852","6776822"
"3","New Mexico","177372","49611","11.4","3.2","1553823","1589574"
"3","New York","1540180","379387","10.6","2.6","14507070","14847080"
"3","North Carolina","930767","209692","12","2.7","7772925","8017566"
"3","North Dakota","47301","20960","8.6","3.8","552854","561016"
"3","Ohio","1112523","394937","12.8","4.6","8659396","8822539"
"3","Oklahoma","219784","59353","7.7","2.1","2868706","2916436"
"3","Oregon","267912","48998","8.2","1.5","3252944","3302727"
"3","Pennsylvania","911132","179333","9.6","1.9","9470427","9776154"
"3","Rhode Island","59337","18874","7.5","2.4","793590","817559"
"3","South Carolina","447960","140281","11.4","3.6","3914901","3969123"
"3","South Dakota","33599","11155","5.3","1.7","636417","642658"
"3","Tennessee","585150","114658","11.4","2.2","5126855","5221475"
"3","Texas","2594748","390736","12.7","1.9","20479379","21356906"
"3","Utah","237814","51797","10.6","2.3","2237832","2281207"
"3","Vermont","14444","6833","3","1.4","480829","485485"
"3","Virginia","644988","150519","10","2.3","6421637","6472737"
"3","Washington","546983","111735","9.5","1.9","5762987","5890357"
"3","West Virginia","116519","47204","8.6","3.5","1361494","1379576"
"3","Wisconsin","358006","112837","8.3","2.6","4334813","4438719"
"3","Wyoming","36419","17699","8.4","4.1","431093","433400"
"3","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","500034","115331","10.2","2.3","4898966","5001211"
"3","Boston-Cambridge-Newton, MA-NH Metro Area","274323","92258","7.3","2.4","3776122","3847292"
"3","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","747018","143770","11","2","6809758","6952766"
"3","Dallas-Fort Worth-Arlington, TX Metro Area","619335","184593","10.7","3.1","5795273","6207790"
"3","Detroit-Warren-Dearborn, MI Metro Area","679054","155363","18.4","4.1","3684161","3766708"
"3","Houston-The Woodlands-Sugar Land, TX Metro Area","511794","159738","10.1","2.7","5059929","5419757"
"3","Los Angeles-Long Beach-Anaheim, CA Metro Area","1320722","339334","12","3","10986504","11174404"
"3","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","777741","182013","14","3","5549914","5664425"
"3","New York-Newark-Jersey City, NY-NJ-PA Metro Area","1443486","304590","11","2.3","13134462","13356692"
"3","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","587553","144783","13","2.8","4516044","4617768"
"3","Phoenix-Mesa-Chandler, AZ Metro Area","289979","89448","7.6","2.3","3797091","3872676"
"3","Riverside-San Bernardino-Ontario, CA Metro Area","538786","160998","13.6","3.9","3950012","4112691"
"3","San Francisco-Oakland-Berkeley, CA Metro Area","470298","158908","11.3","3.6","4170932","4274605"
"3","Seattle-Tacoma-Bellevue, WA Metro Area","194889","63357","6.4","2","3033533","3098302"
"3","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","316573","74429","6.8","1.5","4665027","4743165"
"2","United States","25893667","1440230","10.6","0.6","243779595","249170916"
"2","Alabama","483683","170101","13.1","4.6","3696990","3717378"
"2","Alaska","26027","10374","5","2","520351","524925"
"2","Arizona","470426","150266","8.5","2.7","5520680","5597268"
"2","Arkansas","200129","64546","9.1","2.9","2188054","2246527"
"2","California","3265878","653188","11.4","2.2","28753551","29939021"
"2","Colorado","359300","156484","8.1","3.5","4419973","4454718"
"2","Connecticut","234413","102048","8.7","3.8","2696192","2732423"
"2","Delaware","45322","19949","6.2","2.7","735695","754637"
"2","District of Columbia","80757","24294","15.3","4.4","526652","542635"
"2","Florida","2182275","473970","12.9","2.8","16958954","17085385"
"2","Georgia","1001948","332605","13.3","4.1","7520191","7955983"
"2","Hawaii","82446","29576","7.8","2.8","1055480","1073229"
"2","Idaho","102134","55947","7.8","4.3","1315395","1343198"
"2","Illinois","1322237","380797","13.9","4","9485203","9546424"
"2","Indiana","428888","164803","8.7","3.3","4904087","5015550"
"2","Iowa","198271","73736","8.5","3.2","2329881","2342905"
"2","Kansas","155335","45121","7.5","2.1","2080835","2140957"
"2","Kentucky","361814","157151","11","4.8","3302815","3344102"
"2","Louisiana","462270","140735","14.2","4.3","3259150","3431432"
"2","Maine","75108","46655","7.1","4.4","1059643","1065620"
"2","Maryland","674096","184685","15.1","4.1","4464488","4586920"
"2","Massachusetts","548234","135646","10.5","2.6","5207227","5324065"
"2","Michigan","698594","173824","9.4","2.3","7447622","7644458"
"2","Minnesota","318257","135437","7.7","3.3","4146335","4241624"
"2","Mississippi","430433","133118","19.8","6.1","2172751","2189670"
"2","Missouri","519798","166659","11.4","3.7","4541159","4617880"
"2","Montana","65337","37322","8","4.6","816429","822204"
"2","Nebraska","117997","61466","8.5","4.4","1395634","1418191"
"2","Nevada","308071","80705","13.1","3.5","2347597","2399457"
"2","New Hampshire","63382","21410","6","2","1056326","1073014"
"2","New Jersey","695764","261899","10.7","4","6524971","6776822"
"2","New Mexico","143883","90567","9.3","5.8","1549734","1589574"
"2","New York","1573887","535881","10.8","3.7","14579624","14847080"
"2","North Carolina","969935","283256","12.4","3.6","7823639","8017566"
"2","North Dakota","30072","14051","5.4","2.5","556116","561016"
"2","Ohio","704639","269992","8.1","3.1","8700087","8822539"
"2","Oklahoma","248104","75892","8.7","2.7","2863872","2916436"
"2","Oregon","300222","93675","9.1","2.9","3287630","3302727"
"2","Pennsylvania","787714","233415","8.2","2.4","9615444","9776154"
"2","Rhode Island","84464","39746","10.5","4.9","805979","817559"
"2","South Carolina","453210","187595","11.6","4.8","3900272","3969123"
"2","South Dakota","84477","39790","13.3","6.2","635794","642658"
"2","Tennessee","373721","122075","7.3","2.4","5087632","5221475"
"2","Texas","2548892","475124","12.2","2.3","20872355","21356906"
"2","Utah","216071","74257","9.7","3.3","2217563","2281207"
"2","Vermont","12872","9447","2.7","2","473984","485485"
"2","Virginia","456833","172359","7.2","2.7","6368749","6472737"
"2","Washington","507040","120351","8.7","2.1","5827066","5890357"
"2","West Virginia","134144","53861","9.8","3.9","1364921","1379576"
"2","Wisconsin","255399","101816","5.8","2.3","4368570","4438719"
"2","Wyoming","29461","13065","6.8","3","430251","433400"
"2","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","515027","251157","10.6","4.8","4877779","5287525"
"2","Boston-Cambridge-Newton, MA-NH Metro Area","341626","142174","9.2","3.7","3709773","3768287"
"2","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","1027058","337612","15.6","4.8","6565817","6641251"
"2","Dallas-Fort Worth-Arlington, TX Metro Area","465997","185729","7.8","3","5977879","6256957"
"2","Detroit-Warren-Dearborn, MI Metro Area","356552","111349","9.5","3","3740697","3822055"
"2","Houston-The Woodlands-Sugar Land, TX Metro Area","798074","287838","15.6","5.1","5108423","5166765"
"2","Los Angeles-Long Beach-Anaheim, CA Metro Area","1493298","510114","13.9","4.5","10723271","11090032"
"2","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","798981","284054","17.5","5.4","4553818","4645644"
"2","New York-Newark-Jersey City, NY-NJ-PA Metro Area","1628555","491143","12.6","3.8","12973498","13311398"
"2","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","358676","121291","8.5","2.7","4215635","4376080"
"2","Phoenix-Mesa-Chandler, AZ Metro Area","280069","110926","7.4","3","3770925","3820468"
"2","Riverside-San Bernardino-Ontario, CA Metro Area","671619","265533","16.1","5.2","4169246","4423647"
"2","San Francisco-Oakland-Berkeley, CA Metro Area","523053","230911","12.8","5.3","4090353","4183194"
"2","Seattle-Tacoma-Bellevue, WA Metro Area","169902","81201","5.6","2.6","3058880","3105929"
"2","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","281546","74465","6.9","1.7","4107968","4235643"
"1","United States","24069654","835732","9.8","0.3","244934954","249170916"
"1","Alabama","383470","113638","10.4","3.1","3683424","3717378"
"1","Alaska","38494","8178","7.4","1.6","519219","524925"
"1","Arizona","523788","133583","9.6","2.4","5483172","5597268"
"1","Arkansas","266121","64941","12.1","2.9","2207024","2246527"
"1","California","2879451","442592","9.7","1.5","29626859","29939021"
"1","Colorado","333587","74641","7.5","1.7","4424966","4454718"
"1","Connecticut","238782","65452","9","2.5","2667317","2732423"
"1","Delaware","86983","19493","11.8","2.6","737624","754637"
"1","District of Columbia","68554","15955","12.8","3","533503","542635"
"1","Florida","1693917","262990","10","1.6","16860916","17085385"
